newspaper,league,date,url
Omaha daily bee.,players league,1890-04-29,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-04-29/ed-1/seq-2.pdf
The evening world. [volume],players league,1890-08-25,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-25/ed-4/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-06-30,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-30/ed-1/seq-6.pdf
Spokane Falls review. [volume],players league,1890-11-13,https://chroniclingamerica.loc.gov/lccn/sn86072021/1890-11-13/ed-1/seq-2.pdf
The evening world. [volume],players league,1890-08-02,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-02/ed-4/seq-1.pdf
Omaha daily bee.,players league,1890-04-24,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-04-24/ed-1/seq-2.pdf
Omaha daily bee.,players league,1890-10-05,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-10-05/ed-1/seq-2.pdf
Omaha daily bee.,players league,1890-10-23,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-10-23/ed-1/seq-2.pdf
Alexandria gazette. [volume],players league,1891-01-17,https://chroniclingamerica.loc.gov/lccn/sn85025007/1891-01-17/ed-1/seq-2.pdf
Sacramento daily record-union. [volume],players league,1890-06-12,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-06-12/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-07-25,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-07-25/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-06-20,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-06-20/ed-1/seq-1.pdf
Evening star. [volume],players league,1889-11-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1889-11-14/ed-1/seq-1.pdf
Morning journal and courier. [volume],players league,1890-09-20,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-09-20/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-06-20,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-06-20/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-07-26,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-07-26/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-09-06,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-09-06/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-08-08,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-08-08/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-09-16,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-09-16/ed-1/seq-2.pdf
Spirit of the age. [volume],players league,1903-12-26,https://chroniclingamerica.loc.gov/lccn/sn84023296/1903-12-26/ed-1/seq-1.pdf
The times dispatch. [volume],players league,1914-09-20,https://chroniclingamerica.loc.gov/lccn/sn85038615/1914-09-20/ed-1/seq-15.pdf
The evening world. [volume],players league,1890-03-15,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-03-15/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-12-10,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-10/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-04-02,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-04-02/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-04-03,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-04-03/ed-1/seq-1.pdf
The evening world. [volume],players league,1890-04-04,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-04-04/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-10-29,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-10-29/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-11-25,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-11-25/ed-1/seq-1.pdf
The evening world. [volume],players league,1890-02-26,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-02-26/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-11-14,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-11-14/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-12-13,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-13/ed-2/seq-5.pdf
The evening world. [volume],players league,1889-12-14,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-14/ed-2/seq-2.pdf
The evening world. [volume],players league,1889-12-17,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-17/ed-3/seq-3.pdf
The evening world. [volume],players league,1890-01-27,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-01-27/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-01-04,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-01-04/ed-2/seq-3.pdf
The evening world. [volume],players league,1890-07-26,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-07-26/ed-1/seq-1.pdf
The evening world. [volume],players league,1892-10-05,https://chroniclingamerica.loc.gov/lccn/sn83030193/1892-10-05/ed-4/seq-1.pdf
The evening world. [volume],players league,1890-09-03,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-03/ed-1/seq-1.pdf
Daily Yellowstone journal. [volume],players league,1889-12-15,https://chroniclingamerica.loc.gov/lccn/sn86075021/1889-12-15/ed-1/seq-4.pdf
Pittsburg dispatch. [volume],players league,1892-12-27,https://chroniclingamerica.loc.gov/lccn/sn84024546/1892-12-27/ed-1/seq-9.pdf
The critic.,players league,1890-12-20,https://chroniclingamerica.loc.gov/lccn/sn2008058171/1890-12-20/ed-1/seq-1.pdf
The critic.,players league,1891-01-23,https://chroniclingamerica.loc.gov/lccn/sn2008058171/1891-01-23/ed-1/seq-4.pdf
The Salt Lake herald. [volume],players league,1890-07-31,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-07-31/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-03-09,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-03-09/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-22,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-22/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-25,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-25/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-26,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-26/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-27,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-27/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-05-18,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-05-18/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-05-25,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-05-25/ed-1/seq-1.pdf
Lancaster daily intelligencer. [volume],players league,1890-07-23,https://chroniclingamerica.loc.gov/lccn/sn83032300/1890-07-23/ed-1/seq-1.pdf
Lancaster daily intelligencer. [volume],players league,1890-04-26,https://chroniclingamerica.loc.gov/lccn/sn83032300/1890-04-26/ed-1/seq-6.pdf
Pullman herald. [volume],players league,1890-10-11,https://chroniclingamerica.loc.gov/lccn/sn88085488/1890-10-11/ed-1/seq-6.pdf
Sacramento daily record-union. [volume],players league,1890-10-16,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-10-16/ed-1/seq-3.pdf
Sacramento daily record-union. [volume],players league,1890-08-16,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-08-16/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-08-27,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-08-27/ed-1/seq-1.pdf
Telegram-herald.,players league,1890-03-17,https://chroniclingamerica.loc.gov/lccn/sn98066392/1890-03-17/ed-1/seq-8.pdf
The Wichita daily eagle. [volume],players league,1890-07-29,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-07-29/ed-1/seq-1.pdf
The Wichita daily eagle. [volume],players league,1890-08-07,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-08-07/ed-1/seq-2.pdf
Omaha daily bee.,players league,1889-11-22,https://chroniclingamerica.loc.gov/lccn/sn99021999/1889-11-22/ed-1/seq-2.pdf
Idaho semi-weekly world. [volume],players league,1890-10-21,https://chroniclingamerica.loc.gov/lccn/sn84022135/1890-10-21/ed-1/seq-2.pdf
Evening public ledger. [volume],players league,1914-12-17,https://chroniclingamerica.loc.gov/lccn/sn83045211/1914-12-17/ed-1/seq-12.pdf
Evening star. [volume],players league,1917-12-30,https://chroniclingamerica.loc.gov/lccn/sn83045462/1917-12-30/ed-1/seq-40.pdf
The evening world. [volume],players league,1889-12-09,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-09/ed-2/seq-3.pdf
The evening world. [volume],players league,1889-11-07,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-11-07/ed-2/seq-1.pdf
The times. [volume],players league,1899-08-16,https://chroniclingamerica.loc.gov/lccn/sn85054468/1899-08-16/ed-1/seq-6.pdf
The critic.,players league,1891-02-11,https://chroniclingamerica.loc.gov/lccn/sn2008058171/1891-02-11/ed-1/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-03-28,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-03-28/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-05-13,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-13/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-02-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-19/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-02-23,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-23/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1890-04-13,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-13/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-04-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-19/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1889-12-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-19/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-01-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-01/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1889-04-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-04-08/ed-1/seq-6.pdf
The Salt Lake herald. [volume],players league,1890-08-10,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-08-10/ed-1/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-11-22,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-22/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1889-11-07,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-11-07/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-13,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-13/ed-1/seq-6.pdf
The Seattle post-intelligencer. [volume],players league,1890-11-15,https://chroniclingamerica.loc.gov/lccn/sn83045604/1890-11-15/ed-1/seq-2.pdf
The Seattle post-intelligencer. [volume],players league,1890-03-04,https://chroniclingamerica.loc.gov/lccn/sn83045604/1890-03-04/ed-1/seq-2.pdf
Evening star. [volume],players league,1902-02-08,https://chroniclingamerica.loc.gov/lccn/sn83045462/1902-02-08/ed-1/seq-9.pdf
The Holt County sentinel.,players league,1901-04-05,https://chroniclingamerica.loc.gov/lccn/sn90061417/1901-04-05/ed-1/seq-3.pdf
Wichita eagle. [volume],players league,1890-01-12,https://chroniclingamerica.loc.gov/lccn/sn85032490/1890-01-12/ed-1/seq-6.pdf
Evening star. [volume],players league,1909-12-19,https://chroniclingamerica.loc.gov/lccn/sn83045462/1909-12-19/ed-1/seq-62.pdf
Evening star. [volume],players league,1913-12-13,https://chroniclingamerica.loc.gov/lccn/sn83045462/1913-12-13/ed-1/seq-10.pdf
Omaha daily bee.,players league,1890-03-08,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-03-08/ed-1/seq-2.pdf
Omaha daily bee.,players league,1890-11-25,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-11-25/ed-1/seq-1.pdf
Arizona weekly citizen. [volume],players league,1890-08-09,https://chroniclingamerica.loc.gov/lccn/sn82015133/1890-08-09/ed-1/seq-1.pdf
The Indianapolis journal. [volume],players league,1901-05-05,https://chroniclingamerica.loc.gov/lccn/sn82015679/1901-05-05/ed-1/seq-18.pdf
The Indianapolis journal. [volume],players league,1901-01-29,https://chroniclingamerica.loc.gov/lccn/sn82015679/1901-01-29/ed-1/seq-5.pdf
The Jersey City news.,players league,1890-04-07,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-04-07/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-05-14,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-05-14/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-07-21,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-07-21/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-06-27,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-27/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-11-15,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-11-15/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-06-23,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-23/ed-1/seq-3.pdf
Evening journal. [volume],players league,1889-11-13,https://chroniclingamerica.loc.gov/lccn/sn85042354/1889-11-13/ed-1/seq-1.pdf
Evening journal. [volume],players league,1890-04-23,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-04-23/ed-1/seq-3.pdf
Evening journal. [volume],players league,1890-06-04,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-06-04/ed-1/seq-2.pdf
Evening journal. [volume],players league,1890-09-10,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-09-10/ed-1/seq-1.pdf
Evening journal. [volume],players league,1890-09-03,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-09-03/ed-1/seq-4.pdf
Evening journal. [volume],players league,1890-09-05,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-09-05/ed-1/seq-2.pdf
Connecticut western news. [volume],players league,1891-04-01,https://chroniclingamerica.loc.gov/lccn/sn84027718/1891-04-01/ed-1/seq-2.pdf
Connecticut western news. [volume],players league,1890-08-27,https://chroniclingamerica.loc.gov/lccn/sn84027718/1890-08-27/ed-1/seq-2.pdf
The Savannah morning news.,players league,1900-06-18,https://chroniclingamerica.loc.gov/lccn/sn89053684/1900-06-18/ed-1/seq-4.pdf
The Portland daily press. [volume],players league,1897-08-18,https://chroniclingamerica.loc.gov/lccn/sn83016025/1897-08-18/ed-1/seq-6.pdf
The morning news. [volume],players league,1890-03-17,https://chroniclingamerica.loc.gov/lccn/sn86063034/1890-03-17/ed-1/seq-8.pdf
Wheeling Sunday register. [volume],players league,1890-08-10,https://chroniclingamerica.loc.gov/lccn/sn86092523/1890-08-10/ed-1/seq-3.pdf
The Richmond Virginian.,players league,1912-06-02,https://chroniclingamerica.loc.gov/lccn/sn90052005/1912-06-02/ed-1/seq-29.pdf
The Sunday morning news. [volume],players league,1890-04-27,https://chroniclingamerica.loc.gov/lccn/sn85036014/1890-04-27/ed-1/seq-8.pdf
The Sunday morning news. [volume],players league,1890-05-25,https://chroniclingamerica.loc.gov/lccn/sn85036014/1890-05-25/ed-1/seq-8.pdf
Wheeling Sunday register. [volume],players league,1900-07-15,https://chroniclingamerica.loc.gov/lccn/sn86092523/1900-07-15/ed-1/seq-8.pdf
Evening star. [volume],players league,1889-11-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1889-11-29/ed-1/seq-1.pdf
Morning journal and courier. [volume],players league,1890-08-14,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-08-14/ed-1/seq-2.pdf
The evening world. [volume],players league,1890-05-29,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-05-29/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-05-19,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-05-19/ed-3/seq-3.pdf
The evening world. [volume],players league,1890-04-29,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-04-29/ed-4/seq-2.pdf
The evening world. [volume],players league,1890-03-31,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-03-31/ed-2/seq-1.pdf
The evening world. [volume],players league,1890-03-18,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-03-18/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-10-10,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-10-10/ed-2/seq-7.pdf
The evening world. [volume],players league,1890-09-18,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-18/ed-3/seq-1.pdf
The evening world. [volume],players league,1890-09-06,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-06/ed-4/seq-1.pdf
The evening world. [volume],players league,1890-03-31,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-03-31/ed-3/seq-1.pdf
The Stark County Democrat. [volume],players league,1889-11-28,https://chroniclingamerica.loc.gov/lccn/sn84028490/1889-11-28/ed-1/seq-6.pdf
The sun. [volume],players league,1891-08-23,https://chroniclingamerica.loc.gov/lccn/sn83030272/1891-08-23/ed-1/seq-19.pdf
The Washington herald. [volume],players league,1910-10-03,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-10-03/ed-1/seq-8.pdf
The Washington herald. [volume],players league,1910-09-30,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-30/ed-1/seq-8.pdf
The Washington herald. [volume],players league,1910-09-25,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-25/ed-1/seq-12.pdf
The Washington herald. [volume],players league,1910-09-12,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-12/ed-1/seq-6.pdf
The Washington times. [volume],players league,1936-12-18,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-12-18/ed-1/seq-58.pdf
The Washington times. [volume],players league,1922-08-08,https://chroniclingamerica.loc.gov/lccn/sn84026749/1922-08-08/ed-1/seq-12.pdf
Evening journal. [volume],players league,1918-08-07,https://chroniclingamerica.loc.gov/lccn/sn85042354/1918-08-07/ed-1/seq-9.pdf
Pittsburg dispatch. [volume],players league,1890-06-18,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-18/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-06-27,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-27/ed-1/seq-3.pdf
The sun. [volume],players league,1898-03-16,https://chroniclingamerica.loc.gov/lccn/sn83030272/1898-03-16/ed-1/seq-4.pdf
The sun. [volume],players league,1893-03-08,https://chroniclingamerica.loc.gov/lccn/sn83030272/1893-03-08/ed-1/seq-4.pdf
The evening world. [volume],players league,1890-05-29,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-05-29/ed-1/seq-1.pdf
